subject,predicate,object
天地科技,参与项目,杭州地铁4号线联庄~水澄桥区间1号联络通道
天地科技,参与项目,杭州地铁4号线联庄~水澄桥区间2号联络通道及泵站
天地科技,参与项目,杭州地铁2号线23标新良路站~良渚站区间联络通道及泵站
济南设计院,参与项目,无锡地铁1号线南延线01标长广溪站~雪浪坪站区间联络通道及泵房工程
济南设计院,参与项目,武汉地铁21号线黄埔新城~朱家河站3号联络通道及泵站工程
常州轨道交通1号线森林公园~百丈出入段联络通道,涉及城市,常州
常州新区公园~黄河路站区间1号及2号联络通道,涉及城市,常州
武汉轨道交通7号线王家墩东站~新华路站区间联络通道,涉及城市,武汉
武汉新华路站~香港路站区间联络通道及泵站,涉及城市,武汉
武汉地铁21号线黄埔新城~朱家河站3号联络通道及泵站,涉及城市,武汉
杭州地铁4号线联庄~水澄桥区间1号、2号联络通道及泵站,涉及城市,杭州
杭州地铁2号线新良路站~良渚站区间联络通道及泵站,涉及城市,杭州
无锡地铁1号线南延线长广溪站~雪浪坪站区间联络通道及泵房,涉及城市,无锡
无锡地铁3号线新锡路站~无锡新区站区间1号联络通道,涉及城市,无锡
上海地铁13号线长清路站~华夏中路站区间联络通道及侧向泵站,涉及城市,上海
上海陈春东路站~莲溪路站联络通道及泵站,涉及城市,上海
上海华夏中路~张江出场线侧向泵站,涉及城市,上海
上海浦东机场捷运系统工程T4预留站~S1卫星厅站~T1航站楼站区间4号联络通道,涉及城市,上海
上海浦东国际机场三期扩建工程S1卫星厅站~T1航站楼站区间1号、2号联络通道,涉及城市,上海
上海浦东国际机场三期扩建工程S1卫星厅站~T4预留站区间3号联络通道,涉及城市,上海
宁波轨道交通3号线大通桥站~中兴大桥南站联络通道兼泵站,涉及城市,宁波
宁波明楼站~中兴大桥南站区间联络通道,涉及城市,宁波
苏州轨道交通3号线玉山路站~竹园路站区间联络通道,涉及城市,苏州
南京至高淳城际轨道禄口机场至溧水段工程中山东路站~中间盾构工作井盾构区间1号联络通道,涉及城市,南京
北京,涉及城市,未提及
其他城市,涉及城市,未涉及
天津地铁5号线第三合同段围堤道站~文化中心站区间联络通道,埋深,17.48米
杭州地铁2号线三墩站~董家路站区间2号联络通道,所在城市,杭州市
杭州地铁2号线三墩站~董家路站区间2号联络通道,隧道标高,-15.830
杭州地铁2号线三墩站~董家路站区间2号联络通道,建设单位,杭州地铁集团
杭州地铁2号线三墩站~董家路站区间2号联络通道,设计单位,天地科技
杭州地铁2号线三墩站~董家路站区间2号联络通道,施工单位,中煤隧道公司
杭州地铁2号线三墩站~董家路站区间2号联络通道,建设周期,2016年12月至2017年4月
常州轨道交通1号线旅游学校站~新龙站区间联络通道工程,施工时间,2017年2月-2017年5月
天津地铁5号线会展中心站~解放南路站2号联络通道,覆土深,21.15米
杭州地铁5号线SG-3标常二路~杭师大区间联络通道,施工时间,2016年10月-2017年1月
杭州地铁2号线三墩站~董家路站区间1号联络通道,建设单位,杭州地铁集团
杭州地铁2号线三墩站~董家路站区间1号联络通道,设计单位,天地科技
杭州地铁2号线三墩站~董家路站区间1号联络通道,施工单位,中煤隧道公司
杭州地铁2号线三墩站~董家路站区间1号联络通道,隧道中心标高,-17.030
杭州地铁2号线三墩站~董家路站区间1号联络通道,建设周期,2016年12月至2017年3月
宁波地铁3号线大通桥~中兴大桥南区间3号联络通道工程,施工时间,2016年12月至2017年2月
杭州地铁2号线23标新月路~新良路区间1号联络通道,中心标高,-14.420
常州轨道交通1号线常州北站~新桥站联络通道,施工时间,2016年12月-2017年4月
杭州地铁5号线仓前站~杭师大站联络通道,建设单位,杭州地铁集团
杭州地铁5号线仓前站~杭师大站联络通道,设计单位,天地科技
杭州地铁5号线仓前站~杭师大站联络通道,施工单位,中煤隧道公司
杭州地铁5号线仓前站~杭师大站联络通道,施工时间,2017年3月-2017年5月
武汉市轨道交通21号线工程谌家矶站~路桥分界区间联络通道,覆土深度,16.63米
天津地铁5号线肿瘤医院~体育中心站区间联络通道,中心高程,-16.294
天津地铁5号线肿瘤医院~体育中心站区间联络通道,左线高程,-16.294
杭州地铁2号线三墩站~董家路站区间2号联络通道,中心标高,-15.830
杭州地铁2号线三墩站~董家路站区间2号联络通道,施工时间,2016年12月至2017年4月
宁波地铁3号线大通桥~中兴大桥南区间2号联络通道及泵站工程,施工时间,2016年12月-2017年4月
常州轨道交通1号线新龙站~森林公园1号联络通道,施工时间,2016年11月-2017年1月
武汉轨道交通7号线一期工程瑞安街站~建安街站区间联络通道及泵站工程,线间距,15.2米
南京地铁4号线TA04标九华山站～岗子村站2号联络通道工程,设计单位,约翰芬雷华能设计公司
南京地铁4号线TA04标九华山站～岗子村站2号联络通道工程,施工单位,中铁二局
南京地铁4号线TA04标九华山站～岗子村站2号联络通道工程,参与单位,中煤隧道公司
南京地铁4号线TA04标九华山站～岗子村站2号联络通道工程,建设周期,2016年2月至2016年6月
南京宁和城际轨道交通一期工程TA07标油坊桥站～中和街站盾构区间联络通道兼泵站工程,建设单位,中铁一局
南京宁和城际轨道交通一期工程TA07标油坊桥站～中和街站盾构区间联络通道兼泵站工程,设计单位,约翰芬雷华能设计公司
南京宁和城际轨道交通一期工程TA07标油坊桥站～中和街站盾构区间联络通道兼泵站工程,长度,15.6米
南京宁和城际轨道交通一期工程TA07标油坊桥站～中和街站盾构区间联络通道兼泵站工程,线间距,13.8米
南京宁和城际轨道交通一期工程TA07标油坊桥站～中和街站盾构区间联络通道兼泵站工程,施工时间,2016年7月-2016年11月
上海地铁5号线奉浦路～环东路4号联络通道,建设单位,上海申通地铁集团
上海地铁5号线奉浦路～环东路4号联络通道,设计单位,天地科技
上海地铁5号线奉浦路～环东路4号联络通道,长度,18.466米
上海地铁5号线奉浦路～环东路4号联络通道,线间距,11.803米
上海地铁5号线奉浦路～环东路4号联络通道,施工时间,2016年7月-2016年12月
上海地铁5号线环城东路～望园路区间1号联络通道,建设单位,上海隧道公司
上海地铁5号线环城东路～望园路区间1号联络通道,设计单位,上海隧道城轨设计院
上海地铁5号线环城东路～望园路区间1号联络通道,长度,18米
上海地铁5号线环城东路～望园路区间1号联络通道,线间距,13.5米
上海地铁5号线环城东路～望园路区间1号联络通道,施工时间,2016年7月-2016年12月
上海地铁5号线环城东路～望园路区间2号联络通道,建设单位,上海隧道公司
上海地铁5号线环城东路～望园路区间2号联络通道,设计单位,上海隧道城轨设计院
上海地铁5号线环城东路～望园路区间2号联络通道,长度,19米
上海地铁5号线环城东路～望园路区间2号联络通道,线间距,13.5米
上海地铁5号线环城东路～望园路区间2号联络通道,施工时间,2016年7月-2016年12月
上海地铁5号线环城东路～望园路区间3号联络通道,建设单位,上海隧道公司
上海地铁5号线环城东路～望园路区间3号联络通道,设计单位,上海隧道城轨设计院
上海地铁5号线环城东路～望园路区间3号联络通道,长度,18米
上海地铁5号线环城东路～望园路区间3号联络通道,线间距,13.5米
上海地铁5号线环城东路～望园路区间3号联络通道,施工时间,2016年7月-2016年12月
上海北横通道新建工程Ⅱ标盾构出洞冻结加固工程,建设单位,上海申通地铁公司
上海北横通道新建工程Ⅱ标盾构出洞冻结加固工程,设计单位,南京设计院
上海北横通道新建工程Ⅱ标盾构出洞冻结加固工程,长度,17.22米
上海北横通道新建工程Ⅱ标盾构出洞冻结加固工程,线间距,15米
上海北横通道新建工程Ⅱ标盾构出洞冻结加固工程,施工时间,2016年7月-2016年12月
武汉轨道交通7号线一期工程瑞安街站～建安街站区间联络通道及泵站工程,建设单位,武汉地铁集团
武汉轨道交通7号线一期工程瑞安街站～建安街站区间联络通道及泵站工程,设计单位,南京设计院
武汉轨道交通7号线一期工程瑞安街站～建安街站区间联络通道及泵站工程,长度,15.9米
武汉轨道交通7号线一期工程瑞安街站～建安街站区间联络通道及泵站工程,线间距,15.2米
武汉轨道交通7号线一期工程瑞安街站～建安街站区间联络通道及泵站工程,施工时间,2016年8月-2016年12月
上海轨道交通17号线漕盈路站～青浦路站区间9号联络通道工程,建设单位,上海申通地铁集团
上海轨道交通17号线漕盈路站～青浦路站区间9号联络通道工程,设计单位,南京设计院
上海轨道交通17号线漕盈路站～青浦路站区间9号联络通道工程,施工时间,2016年7月-2016年11月
上海地铁5号线奉浦路~环东路4号联络通道,长度,18.466米
上海地铁5号线奉浦路~环东路4号联络通道,建设单位,上海申通地铁集团
上海地铁5号线奉浦路~环东路4号联络通道,设计单位,天地科技
上海地铁5号线奉浦路~环东路4号联络通道,施工单位,中煤隧道公司
上海地铁5号线奉浦路~环东路4号联络通道,施工时间,2016年7月至2016年12月
天津地铁1号线东沽路~会展中心1号联络通道,施工方法,未明确
天津地铁1号线东沽路~会展中心1号联络通道,建设单位,中铁一局
天津地铁1号线东沽路~会展中心1号联络通道,设计单位,天地科技
天津地铁1号线东沽路~会展中心1号联络通道,施工单位,中煤隧道公司
天津地铁1号线奥体中心站~会展中心站区间联络通道,施工方法,未明确
上海轨道交通17号线漕盈路站~青浦路站区间9号联络通道工程,设计单位,南京设计院
武汉地铁7号线新河街站~螃蟹岬站区间联络通道,线间距,14米
天津地铁6号线水上公园东路站~肿瘤医院站洞门工程,承包商,天津城轨集团
南京宁和城际轨道交通一期工程TA07标华新路站～油坊桥站盾构区间联络通道,施工公司,中铁一局
南京宁和城际轨道交通一期工程TA07标华新路站～油坊桥站盾构区间联络通道,设计单位,约翰芬雷华能设计公司
南京宁和城际轨道交通一期工程TA07标华新路站～油坊桥站盾构区间联络通道,施工方,中煤隧道公司
南京宁和城际轨道交通一期工程TA07标华新路站～油坊桥站盾构区间联络通道,施工时间,2016年2月-2016年6月
南京宁和城际轨道交通一期工程TA07标华新路站～油坊桥站盾构区间联络通道,施工方法,冻结+矿山法
上海地铁5号线环城东路~望园路区间3号联络通道,工期起,2016年7月
上海地铁5号线环城东路~望园路区间3号联络通道,工期止,2016年12月
常州轨道交通1号线一期工程M1-GC-TJ-14标段新桥站~旅游学校站联络通道,线间距,13米
常州轨道交通1号线一期工程M1-GC-TJ-14标段新桥站~旅游学校站联络通道,建设单位,中铁四局
常州轨道交通1号线一期工程M1-GC-TJ-14标段新桥站~旅游学校站联络通道,施工单位,中煤隧道公司
常州轨道交通1号线一期工程M1-GC-TJ-14标段新桥站~旅游学校站联络通道,施工时间,2016年3月至2016年8月
